x0	response
-1.0	-0.017644713632929156
-0.9	-0.02558824202858947
-0.8	-0.036096273740338136
-0.7	-0.04939878179500954
-0.6	-0.06535269465328784
-0.5	-0.08318123148537972
-0.3999999999999999	-0.10117623143230443
-0.29999999999999993	-0.11642461452379059
-0.19999999999999996	-0.12465823301385431
-0.09999999999999998	-0.12035404451111473
0.0	-0.09720887469821693
0.10000000000000009	-0.04906066805571174
0.20000000000000018	0.028782176863339837
0.30000000000000004	0.13799580351838303
0.40000000000000013	0.27582818584891255
0.5	0.43426053635386197
0.6000000000000001	0.6001542851811706
0.7000000000000002	0.7566092375513161
0.8	0.8854432536209486
0.9000000000000001	0.9703475128643426
1.0	1.0
1.1	0.9703475128643425
1.2000000000000002	0.8854432536209481
1.3000000000000003	0.7566092375513155
1.4000000000000004	0.6001542851811699
1.5	0.43426053635386197
1.6	0.2758281858489121
1.7000000000000002	0.1379958035183828
1.8000000000000003	0.028782176863339393
1.9000000000000004	-0.04906066805571202
2.0	-0.09720887469821693
2.1	-0.12035404451111473
2.2	-0.1246582330138543
2.3000000000000003	-0.11642461452379055
2.4000000000000004	-0.10117623143230435
2.5	-0.08318123148537972
2.6	-0.06535269465328784
2.7	-0.049398781795009505
2.8000000000000003	-0.03609627374033811
2.9000000000000004	-0.025588242028589437
3.0	-0.017644713632929156
