x0	response
0.0	0.0
0.1	0.31622776601683794
0.2	0.4472135954999579
0.30000000000000004	0.5477225575051662
0.4	0.6324555320336759
0.5	0.7071067811865476
0.6000000000000001	0.7745966692414834
0.7000000000000001	0.8366600265340756
0.8	0.8944271909999159
0.9	0.9486832980505138
1.0	1.0
1.1	1.0488088481701516
1.2000000000000002	1.0954451150103324
1.3	1.140175425099138
1.4000000000000001	1.1832159566199232
1.5	1.224744871391589
1.6	1.2649110640673518
1.7000000000000002	1.3038404810405297
1.8	1.3416407864998738
1.9000000000000001	1.3784048752090223
2.0	1.4142135623730951
2.1	1.449137674618944
2.2	1.4832396974191326
2.3000000000000003	1.5165750888103102
2.4000000000000004	1.5491933384829668
2.5	1.5811388300841898
2.6	1.61245154965971
2.7	1.6431676725154984
2.8000000000000003	1.6733200530681511
2.9000000000000004	1.7029386365926402
3.0	1.7320508075688772
3.1	1.760681686165901
3.2	1.7888543819998317
3.3000000000000003	1.8165902124584952
3.4000000000000004	1.8439088914585775
3.5	1.8708286933869707
3.6	1.8973665961010275
3.7	1.9235384061671346
3.8000000000000003	1.949358868961793
3.9000000000000004	1.97484176581315
4.0	2.0
