x0	response
-2.0	-5.9979878992171
-1.9	-5.796334723842901
-1.8	-5.5933247838005435
-1.7	-5.387848077655418
-1.6	-5.177894560559107
-1.5	-4.959842894271112
-1.4	-4.7272293893662365
-1.2999999999999998	-4.4687123716025035
-1.2	-4.165005653016152
-1.1	-3.7851694419691237
-1.0	-3.2847823460274563
-0.8999999999999999	-2.613102934839064
-0.7999999999999998	-1.7398456469631642
-0.7	-0.6990002593022937
-0.5999999999999999	0.39213671117293447
-0.5	1.3863812850054058
-0.3999999999999999	2.1921897468379945
-0.2999999999999998	2.8017004200540194
-0.19999999999999996	3.2565551166369864
-0.09999999999999987	3.6074091986911534
0.0	3.894766441250671
0.10000000000000009	4.146143608149618
0.20000000000000018	4.379352692037894
0.30000000000000027	4.606599225317645
0.40000000000000036	4.837855376679002
0.5	5.0834056651395345
0.6000000000000001	5.355727551312485
0.7000000000000002	5.670732168940187
0.8000000000000003	6.048173840524713
0.9000000000000004	6.510876636337982
1.0	7.0824098786806875
1.1	7.783040100335282
1.2000000000000002	8.624216359571047
1.3000000000000003	9.602443763801617
1.4000000000000004	10.693993336249308
1.5	11.85223171575528
1.6	13.009184853628282
1.7000000000000002	14.082157606504152
1.8000000000000003	14.984928529314299
1.9000000000000004	15.641588156139552
2.0	15.999999324789027
2.1000000000000005	16.041589015890384
2.2	15.784930567723432
2.3	15.282161579678544
2.4000000000000004	14.609192235335762
2.5	13.852245244084289
2.6000000000000005	13.09401802923049
2.7	12.402488780686015
2.8000000000000007	11.824298398068734
2.9000000000000004	11.38318958961927
3.0	11.082682264219223
3.1000000000000005	10.911372938756553
3.2	10.849078102168967
3.3000000000000007	10.872379637600137
3.4000000000000004	10.95872875780313
3.5	11.088871972222611
3.6000000000000005	11.247808183114318
3.7	11.424709723240797
3.8000000000000007	11.612270485420824
3.9000000000000004	11.805854419343486
4.0	12.00268370101907
